Age,Gender,Year of Study,Discipline/Field,anxiety_level,depression,self_esteem,headache,sleep_quality,social_support,peer_pressure,noise_level,living_conditions,basic_needs,study_load,teacher_student_relationship,future_career_concerns
20 - 22,Female,Third Year,NATURAL SCIENCES/SOCIAL SCIENCES,3,1,1,2,0,3,0,3,1,0,2,0,0
20 - 22,Female,Third Year,NATURAL SCIENCES/SOCIAL SCIENCES,3,1,1,2,0,3,0,3,1,0,2,0,0
20 - 22,Female,Third Year,NATURAL SCIENCES/SOCIAL SCIENCES,3,1,1,2,0,3,0,3,1,0,2,0,0
20 - 22,Female,Third Year,NATURAL SCIENCES/SOCIAL SCIENCES,3,1,1,2,0,3,0,3,1,0,2,0,0
20 - 22,Female,Third Year,NATURAL SCIENCES/SOCIAL SCIENCES,3,1,1,2,0,3,0,3,1,0,2,0,0
20 - 22,Female,Third Year,NATURAL SCIENCES/SOCIAL SCIENCES,3,1,1,2,0,3,0,3,1,0,2,0,0
20 - 22,Female,Third Year,NATURAL SCIENCES/SOCIAL SCIENCES,3,1,1,2,0,3,0,3,1,0,2,0,0
20 - 22,Female,Third Year,NATURAL SCIENCES/SOCIAL SCIENCES,3,1,1,2,0,3,0,3,1,0,2,0,0
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,1,2,0,1,3,1,2,2,2,2,1,1
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,2,2,2,1,1,2,1,2,2,1,2,1,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
17 - 20,Male,Third Year,IT/CS/SOFTWARE/AI,2,2,1,1,1,1,0,1,2,3,1,2,2
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Male,Fourth Year,NATURAL SCIENCES/SOCIAL SCIENCES,0,0,1,0,0,1,0,3,3,3,0,0,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,1,0,2,1,3,0,2,1,1,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
17 - 20,Male,Second Year,IT/CS/SOFTWARE/AI,1,0,2,0,0,3,2,0,3,0,2,2,3
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,CIVIL/MECHANICAL ENGINEERING,1,1,2,1,1,3,2,1,1,2,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,1,2,3,1,2,3,1,2,1,1,2,1,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,2,2,2,1,3,3,3,3,3,3,3,2,2
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Female,Fourth Year,IT/CS/SOFTWARE/AI,3,3,2,3,3,3,3,2,1,0,3,3,1
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,2,2,1,2,2,1,1,2,1,1,2,2,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,2,2,1,2,2,1,1,2,1,1,2,2,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,2,2,1,2,2,1,1,2,1,1,2,2,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,2,2,1,2,2,1,1,2,1,1,2,2,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,2,2,1,2,2,1,1,2,1,1,2,2,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,2,2,1,2,2,1,1,2,1,1,2,2,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,2,2,1,2,2,1,1,2,1,1,2,2,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,2,2,1,2,2,1,1,2,1,1,2,2,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,2,2,1,2,2,1,1,2,1,1,2,2,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,2,2,1,2,2,1,1,2,1,1,2,2,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,2,2,1,2,2,1,1,2,1,1,2,2,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,2,2,1,2,2,1,1,2,1,1,2,2,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,2,2,1,2,2,1,1,2,1,1,2,2,2
23 - 25,Male,Fourth Year,IT/CS/SOFTWARE/AI,2,2,1,2,2,1,1,2,1,1,2,2,2
